"season","total","weight"
"1999",1,147
"1999",0,150
"1999",0,153
"1999",0,156
"1999",0,159
"1999",0,162
"2000",4,60
"2000",0,63
"2000",1,66
"2000",0,69
"2000",5,72
"2000",9,75
"2000",13,78
"2000",49,81
"2000",36,84
"2000",27,87
"2000",35,90
"2000",35,93
"2000",45,96
"2000",55,99
"2000",54,102
"2000",31,105
"2000",26,108
"2000",32,111
"2000",10,114
"2000",5,117
"2000",8,120
"2000",5,123
"2000",6,126
"2000",2,129
"2000",0,132
"2000",1,135
"2000",0,138
"2000",0,141
"2000",0,144
"2000",2,147
"2000",0,150
"2000",0,153
"2000",0,156
"2000",0,159
"2000",0,162
"2001",2,60
"2001",0,63
"2001",4,66
"2001",1,69
"2001",5,72
"2001",9,75
"2001",19,78
"2001",52,81
"2001",36,84
"2001",35,87
"2001",36,90
"2001",43,93
"2001",40,96
"2001",52,99
"2001",59,102
"2001",33,105
"2001",29,108
"2001",33,111
"2001",13,114
"2001",7,117
"2001",15,120
"2001",3,123
"2001",5,126
"2001",2,129
"2001",0,132
"2001",0,135
"2001",0,138
"2001",3,141
"2001",0,144
"2001",1,147
"2001",0,150
"2001",0,153
"2001",0,156
"2001",0,159
"2001",0,162
"2002",1,60
"2002",0,63
"2002",1,66
"2002",0,69
"2002",5,72
"2002",11,75
"2002",17,78
"2002",49,81
"2002",36,84
"2002",32,87
"2002",37,90
"2002",36,93
"2002",32,96
"2002",52,99
"2002",44,102
"2002",27,105
"2002",32,108
"2002",38,111
"2002",17,114
"2002",8,117
"2002",13,120
"2002",1,123
"2002",4,126
"2002",3,129
"2002",1,132
"2002",2,135
"2002",0,138
"2002",0,141
"2002",0,144
"2002",1,147
"2002",0,150
"2002",0,153
"2002",0,156
"2002",0,159
"2002",0,162
"2003",1,60
"2003",0,63
"2003",0,66
"2003",0,69
"2003",6,72
"2003",14,75
"2003",10,78
"2003",41,81
"2003",31,84
"2003",28,87
"2003",36,90
"2003",33,93
"2003",36,96
"2003",45,99
"2003",53,102
"2003",26,105
"2003",28,108
"2003",45,111
"2003",13,114
"2003",13,117
"2003",10,120
"2003",1,123
"2003",5,126
"2003",3,129
"2003",1,132
"2003",2,135
"2003",1,138
"2003",0,141
"2003",0,144
"2003",1,147
"2003",0,150
"2003",0,153
"2003",0,156
"2003",0,159
"2003",0,162
"2004",1,60
"2004",0,63
"2004",0,66
"2004",0,69
"2004",7,72
"2004",13,75
"2004",20,78
"2004",40,81
"2004",40,84
"2004",28,87
"2004",43,90
"2004",49,93
"2004",38,96
"2004",55,99
"2004",63,102
"2004",37,105
"2004",33,108
"2004",50,111
"2004",18,114
"2004",19,117
"2004",13,120
"2004",4,123
"2004",4,126
"2004",5,129
"2004",1,132
"2004",2,135
"2004",1,138
"2004",0,141
"2004",0,144
"2004",1,147
"2004",0,150
"2004",0,153
"2004",0,156
"2004",0,159
"2004",0,162
"2005",1,60
"2005",0,63
"2005",0,66
"2005",0,69
"2005",6,72
"2005",17,75
"2005",20,78
"2005",38,81
"2005",44,84
"2005",29,87
"2005",48,90
"2005",42,93
"2005",42,96
"2005",60,99
"2005",52,102
"2005",40,105
"2005",31,108
"2005",44,111
"2005",18,114
"2005",18,117
"2005",13,120
"2005",8,123
"2005",5,126
"2005",3,129
"2005",1,132
"2005",2,135
"2005",2,138
"2005",0,141
"2005",0,144
"2005",1,147
"2005",0,150
"2005",0,153
"2005",0,156
"2005",0,159
"2005",0,162
"2006",1,60
"2006",0,63
"2006",0,66
"2006",0,69
"2006",7,72
"2006",11,75
"2006",19,78
"2006",41,81
"2006",31,84
"2006",36,87
"2006",54,90
"2006",44,93
"2006",44,96
"2006",55,99
"2006",46,102
"2006",27,105
"2006",26,108
"2006",48,111
"2006",18,114
"2006",18,117
"2006",15,120
"2006",7,123
"2006",6,126
"2006",3,129
"2006",1,132
"2006",2,135
"2006",2,138
"2006",0,141
"2006",0,144
"2006",1,147
"2006",0,150
"2006",0,153
"2006",0,156
"2006",0,159
"2006",0,162
"2007",3,60
"2007",0,63
"2007",0,66
"2007",0,69
"2007",10,72
"2007",8,75
"2007",16,78
"2007",45,81
"2007",26,84
"2007",29,87
"2007",42,90
"2007",36,93
"2007",37,96
"2007",46,99
"2007",47,102
"2007",32,105
"2007",32,108
"2007",47,111
"2007",13,114
"2007",14,117
"2007",14,120
"2007",3,123
"2007",4,126
"2007",7,129
"2007",1,132
"2007",2,135
"2007",1,138
"2007",0,141
"2007",0,144
"2007",1,147
"2007",0,150
"2007",0,153
"2007",0,156
"2007",0,159
"2007",0,162
"2008",1,60
"2008",0,63
"2008",0,66
"2008",0,69
"2008",8,72
"2008",9,75
"2008",17,78
"2008",45,81
"2008",34,84
"2008",31,87
"2008",58,90
"2008",51,93
"2008",57,96
"2008",49,99
"2008",53,102
"2008",38,105
"2008",31,108
"2008",54,111
"2008",13,114
"2008",14,117
"2008",16,120
"2008",2,123
"2008",1,126
"2008",4,129
"2008",1,132
"2008",4,135
"2008",1,138
"2008",0,141
"2008",0,144
"2008",3,147
"2008",0,150
"2008",0,153
"2008",0,156
"2008",0,159
"2008",0,162
"2009",0,60
"2009",0,63
"2009",0,66
"2009",0,69
"2009",14,72
"2009",6,75
"2009",14,78
"2009",50,81
"2009",25,84
"2009",25,87
"2009",72,90
"2009",28,93
"2009",40,96
"2009",52,99
"2009",60,102
"2009",35,105
"2009",34,108
"2009",64,111
"2009",14,114
"2009",14,117
"2009",19,120
"2009",3,123
"2009",1,126
"2009",5,129
"2009",1,132
"2009",4,135
"2009",1,138
"2009",0,141
"2009",0,144
"2009",1,147
"2009",0,150
"2009",0,153
"2009",0,156
"2009",0,159
"2009",0,162
"2010",1,60
"2010",0,63
"2010",0,66
"2010",0,69
"2010",12,72
"2010",7,75
"2010",20,78
"2010",45,81
"2010",35,84
"2010",32,87
"2010",52,90
"2010",31,93
"2010",40,96
"2010",57,99
"2010",53,102
"2010",39,105
"2010",38,108
"2010",45,111
"2010",22,114
"2010",10,117
"2010",26,120
"2010",5,123
"2010",1,126
"2010",4,129
"2010",1,132
"2010",1,135
"2010",0,138
"2010",0,141
"2010",0,144
"2010",1,147
"2010",0,150
"2010",0,153
"2010",0,156
"2010",0,159
"2010",0,162
"2011",1,60
"2011",0,63
"2011",0,66
"2011",0,69
"2011",7,72
"2011",6,75
"2011",16,78
"2011",31,81
"2011",37,84
"2011",32,87
"2011",77,90
"2011",35,93
"2011",41,96
"2011",64,99
"2011",65,102
"2011",32,105
"2011",44,108
"2011",59,111
"2011",17,114
"2011",12,117
"2011",29,120
"2011",9,123
"2011",0,126
"2011",5,129
"2011",0,132
"2011",1,135
"2011",4,138
"2011",0,141
"2011",0,144
"2011",1,147
"2011",0,150
"2011",0,153
"2011",0,156
"2011",0,159
"2011",0,162
"2012",1,60
"2012",0,63
"2012",0,66
"2012",0,69
"2012",3,72
"2012",7,75
"2012",15,78
"2012",44,81
"2012",33,84
"2012",23,87
"2012",56,90
"2012",32,93
"2012",32,96
"2012",57,99
"2012",56,102
"2012",41,105
"2012",28,108
"2012",52,111
"2012",15,114
"2012",16,117
"2012",24,120
"2012",7,123
"2012",0,126
"2012",5,129
"2012",1,132
"2012",1,135
"2012",2,138
"2012",0,141
"2012",0,144
"2012",0,147
"2012",0,150
"2012",0,153
"2012",0,156
"2012",0,159
"2012",0,162
"2013",0,60
"2013",0,63
"2013",0,66
"2013",0,69
"2013",7,72
"2013",5,75
"2013",23,78
"2013",37,81
"2013",29,84
"2013",35,87
"2013",66,90
"2013",34,93
"2013",35,96
"2013",62,99
"2013",59,102
"2013",30,105
"2013",26,108
"2013",51,111
"2013",20,114
"2013",17,117
"2013",19,120
"2013",7,123
"2013",1,126
"2013",4,129
"2013",1,132
"2013",1,135
"2013",4,138
"2013",0,141
"2013",0,144
"2013",0,147
"2013",0,150
"2013",0,153
"2013",0,156
"2013",0,159
"2013",0,162
"2014",0,60
"2014",0,63
"2014",0,66
"2014",0,69
"2014",6,72
"2014",3,75
"2014",28,78
"2014",28,81
"2014",40,84
"2014",36,87
"2014",83,90
"2014",34,93
"2014",39,96
"2014",53,99
"2014",60,102
"2014",32,105
"2014",33,108
"2014",60,111
"2014",15,114
"2014",23,117
"2014",18,120
"2014",9,123
"2014",1,126
"2014",8,129
"2014",0,132
"2014",0,135
"2014",2,138
"2014",0,141
"2014",0,144
"2014",0,147
"2014",0,150
"2014",0,153
"2014",0,156
"2014",0,159
"2014",0,162
"2015",0,60
"2015",0,63
"2015",0,66
"2015",0,69
"2015",8,72
"2015",10,75
"2015",31,78
"2015",30,81
"2015",58,84
"2015",35,87
"2015",72,90
"2015",37,93
"2015",37,96
"2015",48,99
"2015",69,102
"2015",45,105
"2015",38,108
"2015",60,111
"2015",16,114
"2015",18,117
"2015",22,120
"2015",10,123
"2015",2,126
"2015",3,129
"2015",0,132
"2015",0,135
"2015",1,138
"2015",0,141
"2015",0,144
"2015",0,147
"2015",0,150
"2015",0,153
"2015",0,156
"2015",0,159
"2015",1,162
"2016",0,60
"2016",0,63
"2016",0,66
"2016",0,69
"2016",9,72
"2016",8,75
"2016",23,78
"2016",39,81
"2016",35,84
"2016",36,87
"2016",69,90
"2016",37,93
"2016",32,96
"2016",36,99
"2016",61,102
"2016",43,105
"2016",34,108
"2016",51,111
"2016",16,114
"2016",14,117
"2016",21,120
"2016",8,123
"2016",2,126
"2016",3,129
"2016",0,132
"2016",0,135
"2016",1,138
"2016",0,141
"2016",0,144
"2016",0,147
"2016",0,150
"2016",0,153
"2016",0,156
"2016",0,159
"2016",0,162
"2017",0,60
"2017",0,63
"2017",1,66
"2017",0,69
"2017",4,72
"2017",7,75
"2017",17,78
"2017",42,81
"2017",30,84
"2017",32,87
"2017",77,90
"2017",49,93
"2017",42,96
"2017",41,99
"2017",68,102
"2017",33,105
"2017",35,108
"2017",54,111
"2017",21,114
"2017",14,117
"2017",16,120
"2017",5,123
"2017",4,126
"2017",3,129
"2017",0,132
"2017",0,135
"2017",0,138
"2017",0,141
"2017",0,144
"2017",0,147
"2017",0,150
"2017",0,153
"2017",0,156
"2017",0,159
"2017",0,162
